date,volumeto,close,bitcoin,num_tweets
2021-02-25,4204800171.81,46324.5,38.940000000000005,82520.0
2021-02-26,1831237567.32,46191.39,39.6,81742.0
2021-02-27,2776726256.13,45261.03,31.68,66315.0
2021-02-28,3146266419.71,49635.07,35.64,73439.0
2021-03-01,2105387914.68,48501.21,44.16,89756.0
2021-03-02,2615513552.66,50392.55,39.84,103342.0
2021-03-03,3024053725.58,48363.74,37.92,94227.0
2021-03-04,2907395734.68,48775.37,36.0,81460.0
2021-03-05,1214194643.85,48892.8,33.6,70950.0
2021-03-06,1658558074.88,50964.18,30.72,40281.0
2021-03-07,2445827949.75,52405.02,31.68,68935.0
2021-03-08,2898199576.25,54928.7,33.6,81828.0
2021-03-09,3898251700.72,55893.31,41.28,85849.0
2021-03-10,3340389094.49,57809.41,39.36,81908.0
2021-03-11,3079097934.08,57256.22,36.96,95858.0
2021-03-12,3439594034.95,61179.79,36.48,104787.0
2021-03-13,2105197604.06,58998.89,48.0,154790.0
2021-03-14,4297382088.92,55665.01,45.6,102059.0
2021-03-15,3441195999.4,56925.01,39.84,116563.0
2021-03-16,3493543493.16,58909.0,39.36,99951.0
2021-03-17,3178687259.25,57643.32,36.96,106258.0
2021-03-18,2397999967.37,58060.21,36.48,106755.0
2021-03-19,1687922804.56,58101.34,33.6,106380.0
2021-03-20,1958214099.07,57374.95,30.24,92396.0
2021-03-21,2865346861.49,54095.36,31.2,80437.0
2021-03-22,2444787014.61,54355.45,33.6,103950.0
2021-03-23,3420695083.54,52303.02,33.12,94277.0
2021-03-24,3617760373.16,51336.09,37.92,130216.0
2021-03-25,2461374478.26,55055.43,40.32,137938.0
2021-03-26,1514783182.02,55863.73,32.64,137602.0
2021-03-27,1345583216.95,55781.01,31.2,106231.0
2021-03-28,2950020309.68,57626.1,28.8,86361.0
2021-03-29,2064647135.86,58781.54,32.64,104638.0
2021-03-30,2727194335.71,58793.8,35.04,111290.0
2021-03-31,1648724834.05,58730.82,33.6,108145.0
2021-04-01,1765524921.41,58987.8,27.5,69301.0
2021-04-02,1470430519.81,57074.97,24.5,30540.0
2021-04-03,1093079652.2,58219.43,23.0,75450.0
2021-04-04,1439529332.47,59119.56,22.0,87528.0
2021-04-05,1535666142.46,58010.35,24.0,44761.0
2021-04-06,2855410824.81,55951.98,23.0,32289.0
2021-04-07,1458096433.7,58084.46,22.5,86985.0
2021-04-08,1241735091.75,58106.85,21.5,104094.0
2021-04-09,2322058695.22,59784.8,20.0,102638.0
2021-04-10,1218894531.01,59980.45,23.5,110849.0
2021-04-11,1913098388.79,59845.76,22.5,94714.0
2021-04-12,3299086696.94,63558.48,23.5,132176.0
2021-04-13,4066819695.96,62964.27,32.5,171108.0
2021-04-14,2146219571.03,63233.03,35.5,161204.0
2021-04-15,3544777400.64,61416.41,29.5,110223.0
2021-04-16,2093039585.66,60056.07,32.0,113640.0
2021-04-17,6264051811.58,56246.82,26.0,100583.0
2021-04-18,2732647682.18,55680.11,47.0,178464.0
2021-04-19,3091319805.6,56496.06,38.0,122950.0
2021-04-20,2312255459.33,53803.25,34.0,112302.0
2021-04-21,4488994737.96,51717.61,27.5,96848.0
2021-04-22,5241192198.03,51178.03,32.5,108961.0
2021-04-23,1695108976.06,50115.99,50.0,132963.0
2021-04-24,2176241676.28,49120.97,34.5,86049.0
2021-04-25,3254396664.97,54062.29,30.5,81258.0
2021-04-26,2220077233.11,55073.48,32.5,110552.0
2021-04-27,2339383717.48,54877.94,29.0,102971.0
2021-04-28,2359198137.55,53581.58,27.5,97333.0
2021-04-29,2719315702.2,57757.97,24.5,96503.0
2021-04-30,1511783659.93,57843.16,24.5,92350.0
2021-05-01,1230710822.31,56623.51,17.28,99595.0
2021-05-02,2371465902.34,57195.07,16.0,78756.0
2021-05-03,3556756117.3,53244.07,17.92,89710.0
2021-05-04,3200062630.96,57506.88,18.56,87287.0
2021-05-05,2878647496.02,56441.94,17.92,93866.0
2021-05-06,2439662460.45,57374.33,17.28,84935.0
2021-05-07,2211507566.18,58943.13,16.64,103515.0
2021-05-08,2645394205.33,58294.18,16.64,82542.0
2021-05-09,4067497161.41,55870.01,17.28,62002.0
2021-05-10,2395231325.24,56747.52,17.92,74446.0
2021-05-11,4035173480.67,49504.08,17.28,72974.0
2021-05-12,5919941739.84,49700.6,17.92,104572.0
2021-05-13,2156016499.66,49887.96,43.52,249599.0
2021-05-14,2591003797.63,46775.29,26.88,120644.0
2021-05-15,3693969204.75,46490.71,21.12,95522.0
2021-05-16,5896147491.21,43552.14,23.04,148557.0
2021-05-17,3159184422.64,42886.02,33.92,184558.0
2021-05-18,11120220854.77,36771.87,25.6,120021.0
2021-05-19,5531454912.79,40597.4,64.0,363566.0
2021-05-20,4573692788.95,37350.39,50.56,173415.0
2021-05-21,2808008188.27,37491.5,38.4,185009.0
2021-05-22,4494413873.1,34716.84,32.64,174133.0
2021-05-23,3981461441.04,38837.76,39.04,160368.0
2021-05-24,2529569055.97,38387.36,35.84,151342.0
2021-05-25,2607759779.42,39295.08,28.8,107640.0
2021-05-26,1804036815.09,38538.84,24.96,114558.0
2021-05-27,3104364367.82,35680.92,22.4,100263.0
2021-05-28,2127790128.94,34611.58,22.4,104815.0
2021-05-29,1325408340.1,35662.59,22.4,98843.0
2021-05-30,1821662523.97,37290.83,21.12,109381.0
2021-05-31,1626268789.21,36683.51,20.48,101203.0
2021-06-01,1494571249.19,37576.98,31.24,105694.0
2021-06-02,1586641442.02,39229.66,30.8,92542.0
2021-06-03,1837944242.33,36861.5,30.8,88708.0
2021-06-04,1444088532.56,35538.4,34.32,184618.0
2021-06-05,986275148.28,35798.57,29.92,174730.0
2021-06-06,1850311020.63,33582.86,32.12,211698.0
2021-06-07,2890313261.68,33409.38,30.36,172116.0
2021-06-08,3249553573.38,37391.58,42.24,187281.0
2021-06-09,2338112083.52,36680.78,37.84,297825.0
2021-06-10,1596038876.7,37339.98,33.44,192780.0
2021-06-11,1450138289.51,35541.78,29.04,145724.0
2021-06-12,1727291768.5,39017.37,24.64,133446.0
2021-06-13,2740589573.6,40526.63,25.96,149747.0
2021-06-14,1943860792.12,40161.86,32.12,173293.0
2021-06-15,1883613058.48,38345.41,26.84,139190.0
2021-06-16,1599770630.8,38082.3,24.64,116771.0
2021-06-17,2207651943.63,35830.29,22.88,122733.0
2021-06-18,1601193146.33,35515.38,22.44,125163.0
2021-06-19,1964614466.35,35602.26,21.12,98521.0
2021-06-20,3650731161.39,31652.62,22.88,100940.0
2021-06-21,4060734244.07,32537.58,33.88,153833.0
2021-06-22,2037061709.14,33678.64,44.0,153834.0
2021-06-23,1311147481.02,34649.84,32.12,125027.0
2021-06-24,3027434524.39,31593.86,27.28,105656.0
2021-06-25,1826363014.48,32307.35,26.84,154086.0
2021-06-26,2002954688.79,34713.81,25.52,105096.0
2021-06-27,1424168416.33,34487.11,23.76,122259.0
2021-06-28,1578253520.29,35901.41,25.08,128407.0
2021-06-29,1388243727.19,35056.39,25.08,120506.0
2021-06-30,1238732543.23,33543.11,22.0,110739.0
2021-07-01,1102040372.36,33804.54,17.7,110932.0
2021-07-02,595117204.83,34682.84,17.099999999999998,101685.0
2021-07-03,563891553.21,35287.97,16.5,92900.0
2021-07-04,1072690410.4,33702.79,17.4,85810.0
2021-07-05,1123145329.6,34237.66,17.4,88486.0
2021-07-06,752074468.65,33880.79,16.2,95429.0
2021-07-07,1573967671.27,32874.01,14.7,111493.0
2021-07-08,853165387.13,33804.2,16.8,108695.0
2021-07-09,651899496.99,33515.13,15.3,98121.0
2021-07-10,533337900.01,34249.3,13.5,85014.0
2021-07-11,1039311244.06,33088.51,13.8,70863.0
2021-07-12,837278173.94,32737.47,14.7,98470.0
2021-07-13,883070516.73,32820.5,14.7,141201.0
2021-07-14,1073939852.55,31867.46,15.6,98812.0
2021-07-15,812765644.4,31401.76,15.3,92346.0
2021-07-16,881285396.92,31546.64,15.6,86926.0
2021-07-17,796652696.45,31806.3,14.4,73357.0
2021-07-18,1179342118.61,30847.55,14.4,75089.0
2021-07-19,1291958152.32,29795.55,17.7,83081.0
2021-07-20,1538668590.41,32139.48,22.2,102358.0
2021-07-21,785311959.3,32299.47,20.7,150305.0
2021-07-22,765209760.41,33637.92,18.3,106901.0
2021-07-23,686017155.75,34282.56,15.9,87678.0
2021-07-24,781929775.48,35369.93,15.9,97003.0
2021-07-25,3840983132.28,37269.52,16.5,83272.0
2021-07-26,2197490232.78,39496.69,30.0,184548.0
2021-07-27,2662886395.8,40030.01,21.3,128220.0
2021-07-28,1257968294.92,40030.52,20.7,133752.0
2021-07-29,1698014609.78,42231.83,18.0,106512.0
2021-07-30,1056705603.97,41474.72,17.7,93955.0
2021-07-31,1385907257.88,39870.76,18.0,88543.0
2021-08-01,1308894644.03,39158.53,24.8,103030.0
2021-08-02,1466921591.54,38189.3,25.42,118549.0
2021-08-03,1318983897.48,39738.56,23.56,103494.0
2021-08-04,2357831521.97,40888.18,23.25,97689.0
2021-08-05,2009167763.65,42852.18,23.25,95549.0
2021-08-06,2199730007.61,44617.96,25.73,104769.0
2021-08-07,1745878741.47,43827.75,29.14,110473.0
2021-08-08,2219734084.88,46292.61,28.52,97178.0
2021-08-09,1609844198.85,45601.03,30.69,121767.0
2021-08-10,1421598811.69,45556.69,29.76,113397.0
2021-08-11,1588850342.27,44425.52,30.38,99731.0
2021-08-12,1595718853.28,47832.93,29.45,98097.0
2021-08-13,1120499538.82,47102.03,27.28,98133.0
2021-08-14,836663894.85,47015.94,26.35,81771.0
2021-08-15,1332377363.69,45927.4,25.42,77118.0
2021-08-16,1700658063.3,44684.43,26.66,99378.0
2021-08-17,1377529230.43,44714.54,25.42,98097.0
2021-08-18,1511027965.43,46761.49,24.8,96506.0
2021-08-19,1742574002.38,49336.45,23.56,102697.0
2021-08-20,1125508731.91,48867.87,26.35,113364.0
2021-08-21,822323898.98,49289.71,25.73,83918.0
2021-08-22,1515250474.77,49521.06,25.11,79512.0
2021-08-23,1399185980.56,47690.54,31.0,139656.0
2021-08-24,1208134772.96,48996.44,27.59,119165.0
2021-08-25,1618461768.41,46852.22,26.04,98782.0
2021-08-26,1331637984.84,49088.1,25.11,87815.0
2021-08-27,626553869.3,48918.9,22.63,97836.0
2021-08-28,924625515.76,48794.26,21.39,79411.0
2021-08-29,1392617744.31,46993.31,20.77,83476.0
2021-08-30,1418199668.83,47159.26,21.7,100326.0
2021-08-31,1520961266.36,48840.01,22.63,85170.0
2021-09-01,1615790894.94,49280.77,15.5,103531.0
2021-09-02,1926045807.12,50019.51,17.05,124469.0
2021-09-03,839888927.54,49935.29,17.36,113030.0
2021-09-04,1084416553.08,51784.16,15.5,94327.0
2021-09-05,1328373298.0,52693.32,15.81,91052.0
2021-09-06,4055873734.71,46856.31,18.6,137763.0
2021-09-07,2105187289.07,46073.45,31.0,240284.0
2021-09-08,1499767099.51,46392.85,28.83,154503.0
2021-09-09,1631276774.64,44853.1,20.77,104725.0
2021-09-10,662298068.85,45166.12,18.91,100785.0
2021-09-11,747181260.09,46049.72,16.12,78525.0
2021-09-12,1909473369.72,44958.56,15.19,77722.0
2021-09-13,1237183544.6,47129.01,17.98,103761.0
2021-09-14,1282942628.56,48148.45,16.43,91267.0
2021-09-15,1229076140.65,47764.47,16.43,109407.0
2021-09-16,899242093.44,47297.98,16.12,90855.0
2021-09-17,761079785.11,48312.46,14.88,101046.0
2021-09-18,668723282.36,47251.76,13.95,82649.0
2021-09-19,2849781014.82,42925.46,12.71,74123.0
2021-09-20,2972565920.07,40709.59,20.46,131996.0
2021-09-21,1807576533.35,43576.15,21.39,101636.0
2021-09-22,1522818255.74,44893.87,18.91,98217.0
2021-09-23,2565373998.35,42848.41,17.05,117001.0
2021-09-24,767641976.96,42721.91,24.8,161656.0
2021-09-25,1187820024.18,43201.79,18.29,97401.0
2021-09-26,1140232492.25,42187.51,16.12,85595.0
2021-09-27,1335757058.57,41056.79,15.81,103126.0
2021-09-28,1100252801.68,41539.43,15.81,99868.0
2021-09-29,1469981944.79,43829.34,15.5,110555.0
2021-09-30,2498575570.28,48164.35,15.19,109580.0
2021-10-01,769022184.37,47669.02,18.55,149724.0
2021-10-02,895606844.23,48234.05,15.749999999999998,89506.0
2021-10-03,1664027525.19,49276.91,14.7,97975.0
2021-10-04,2049372160.16,51504.27,16.799999999999997,132624.0
2021-10-05,3444996109.53,55345.85,19.25,153503.0
2021-10-06,1836529821.85,53797.21,24.5,195155.0
2021-10-07,1592265868.06,53949.29,21.0,129606.0
2021-10-08,799607238.61,54968.04,19.25,107673.0
2021-10-09,1276001425.96,54700.24,16.45,92850.0
2021-10-10,1805863526.52,57498.8,16.45,91018.0
2021-10-11,1913353762.18,56010.9,21.0,142028.0
2021-10-12,1906230334.0,57369.0,19.95,114161.0
2021-10-13,1617497364.76,57359.21,18.2,113945.0
2021-10-14,3737889743.83,61684.96,19.25,130212.0
2021-10-15,1404879137.37,60877.77,27.3,232707.0
2021-10-16,1414498881.98,61520.54,24.5,141705.0
2021-10-17,3113486441.7,62038.16,19.95,111977.0
2021-10-18,2706420467.09,64283.97,24.15,140381.0
2021-10-19,2978059285.56,66021.02,28.0,176844.0
2021-10-20,3962470063.85,62283.96,35.0,290630.0
2021-10-21,2504718475.2,60693.59,31.85,186417.0
2021-10-22,990360071.85,61313.09,25.9,147588.0
2021-10-23,1158838824.68,60863.56,19.95,114275.0
2021-10-24,1549308691.98,63089.04,18.9,106803.0
2021-10-25,1738003094.57,60315.68,22.05,134501.0
2021-10-26,2719093218.08,58464.42,23.45,125247.0
2021-10-27,3090102767.38,60610.11,24.85,126449.0
2021-10-28,2168021242.77,62282.5,22.05,125041.0
2021-10-29,979987095.61,61891.91,20.65,112918.0
2021-10-30,1181933822.61,61349.75,17.5,91063.0
2021-10-31,1955088666.05,60960.98,17.15,105589.0
2021-11-01,2260756044.28,63260.05,23.1,112167.0
2021-11-02,1852233940.61,62929.93,24.75,137644.0
2021-11-03,1420765190.91,61448.47,23.43,127439.0
2021-11-04,1262030165.48,61019.66,23.76,119426.0
2021-11-05,939530051.87,61529.76,22.11,115671.0
2021-11-06,929571983.79,63302.78,19.47,97179.0
2021-11-07,2614939972.01,67549.14,20.130000000000003,103642.0
2021-11-08,2209551778.82,66939.24,29.040000000000003,168461.0
2021-11-09,3365466815.36,64926.06,33.0,189677.0
2021-11-10,1393819061.45,64820.8,31.35,154746.0
2021-11-11,2090846686.0,64156.3,26.73,131369.0
2021-11-12,815997863.99,64409.56,25.41,121364.0
2021-11-13,947303706.23,65509.06,23.1,120378.0
2021-11-14,1639253320.63,63614.06,23.76,125767.0
2021-11-15,3740808475.72,60108.9,24.75,137226.0
2021-11-16,2582737930.61,60365.6,32.01,141774.0
2021-11-17,3718546724.95,56930.68,28.05,128054.0
2021-11-18,2107344590.7,58136.22,29.040000000000003,134465.0
2021-11-19,985075173.7,59769.66,29.700000000000003,150357.0
2021-11-20,888045056.17,58700.83,23.76,128237.0
2021-11-21,2371226089.18,56303.06,21.78,140192.0
2021-11-22,2153848949.04,57566.6,25.41,132390.0
2021-11-23,1630017073.7,57175.09,27.39,128649.0
2021-11-24,1412787308.46,58966.99,27.06,116024.0
2021-11-25,3312563227.95,53788.22,23.76,114979.0
2021-11-26,1010585542.47,54805.03,30.360000000000003,146605.0
2021-11-27,1186994646.57,57331.41,24.75,120878.0
2021-11-28,1690005715.85,57839.55,23.1,118553.0
2021-11-29,2383744473.31,56975.35,25.08,142628.0
2021-11-30,2072824070.98,57227.97,25.74,116550.0
2021-12-01,1712170975.38,56522.76,15.4,138996.0
2021-12-02,2461497753.56,53663.25,15.05,121726.0
2021-12-03,4315348557.56,49243.39,15.4,125774.0
2021-12-04,2074283149.33,49465.5,35.0,196868.0
2021-12-05,2437856119.9,50552.83,24.5,124214.0
2021-12-06,1496164576.66,50633.01,24.15,153780.0
2021-12-07,1290175070.3,50513.04,20.3,161163.0
2021-12-08,1681556175.72,47593.85,18.2,152439.0
2021-12-09,1905617871.17,47191.14,17.849999999999998,135187.0
2021-12-10,1181186604.23,49398.4,17.5,131883.0
2021-12-11,1072562349.4,50109.99,15.749999999999998,127315.0
2021-12-12,2353893179.4,46731.03,15.749999999999998,140184.0
2021-12-13,1646492085.28,48387.69,19.25,144296.0
2021-12-14,2132679583.02,48885.05,19.6,141026.0
2021-12-15,1271265804.99,47635.92,18.2,146865.0
2021-12-16,1756062773.63,46164.14,16.45,123918.0
2021-12-17,874187163.05,46861.62,16.099999999999998,116145.0
2021-12-18,1035963939.83,46697.13,14.7,116620.0
2021-12-19,1517599333.73,46913.54,13.65,113612.0
2021-12-20,1546447524.57,48917.48,16.099999999999998,124159.0
2021-12-21,1028434929.44,48614.97,16.099999999999998,137590.0
2021-12-22,1525047125.27,50830.2,15.4,120983.0
2021-12-23,1107244995.18,50840.36,15.4,133215.0
2021-12-24,585818997.15,50431.63,16.45,122898.0
2021-12-25,736617761.86,50790.88,14.7,110526.0
2021-12-26,1120188136.96,50714.73,14.35,91493.0
2021-12-27,1985905082.17,47536.39,15.05,105198.0
2021-12-28,1599557104.64,46471.7,16.099999999999998,118350.0
2021-12-29,1852206857.29,47129.66,15.749999999999998,111906.0
2021-12-30,1636014399.31,46197.31,15.4,126646.0
2021-12-31,786729972.03,47737.35,14.35,116434.0
